url,company,location,price,make,model,year
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-e25l-2012-3845930,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","19,900",Linde,E25L,"6 /
                        2012"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-e16c-01-2012-3845919,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","14,900",Linde,E16C-01,"6 /
                        2012"
https://www.tradus.com/en/material-handling-equipment/forklifts/kalmar/kalmar-db6-600-1986-3845900,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","6,000",Kalmar,DB6-600,"6 /
                        1986"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-e25l-2011-3845928,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","22,400",Linde,E25L,"6 /
                        2011"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h50t-01-2011-3845978,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","17,850",Linde,H50T-01,"6 /
                        2011"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h20t-01-2012-3845937,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","12,550",Linde,H20T-01,"6 /
                        2012"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h40t-2012-3845970,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","9,500",Linde,H40T,"6 /
                        2012"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h25d-evo-2013-3845939,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","21,900",Linde,H25D EVO,"6 /
                        2013"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h35d-01-2012-3845967,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","19,500",Linde,H35D-01,"6 /
                        2012"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-e16-01-2011-3845918,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","11,500",Linde,E16-01,"6 /
                        2011"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h14t-2013-3845933,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","12,900",Linde,H14T,"6 /
                        2013"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h70d-1997-3845980,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","11,500",Linde,H70D,"6 /
                        1997"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h70d-1997-3845981,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","14,500",Linde,H70D,"6 /
                        1997"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-e15-01-2012-3845913,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","11,250",Linde,E15-01,"6 /
                        2012"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-35-d-02-evo-2013-4049601,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","28,900",Linde,H 35 D 02 EVO,"6 /
                        2013"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-35-t-2010-4049602,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","19,900",Linde,H 35 T,"6 /
                        2010"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-45-t-02-2013-4049607,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","38,900",Linde,H 45 T 02,"6 /
                        2013"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-50-d-2011-4049610,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","29,900",Linde,H 50 D,"6 /
                        2011"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-45-t-02-evo-2014-4049609,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","29,900",Linde,H 45 T 02 EVO,"6 /
                        2014"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-45-d-02-2014-4049606,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","28,900",Linde,H 45 D 02,"6 /
                        2014"
url,company,location,price,make,model,year
https://www.forklift-international.com/en/e/Forklifts-used-Unicarriers-PSD125TH209-3442034s,Teichmann GmbH,Germany,on request,Unicarriers,PSD125TH209,2018
https://www.forklift-international.com/en/e/Forklifts-used-Still-EGV16-3442014s,BlackForxx GmbH,Germany,"3,109 GBP",Still,EGV16,2008
https://www.forklift-international.com/en/e/Forklifts-used-Linde-L12i-3441993s,Staplerzentrum Westerwald GmbH & Co. KG,Germany,"5,038 GBP",Linde,L12i,2014
https://www.forklift-international.com/en/e/Forklifts-used-Linde-L-16-372-3441972s,Zoch GmbH & Co. KG,Germany,"6,760 GBP",Linde,L 16 / 372,2012
https://www.forklift-international.com/en/e/Forklifts-used-Linde-E-25-L-3441814s,Suffel Fördertechnik GmbH & Co. KG,Germany,"26,049 GBP",Linde,E 25 L,2013
https://www.forklift-international.com/en/e/Forklifts-used-Goupil-G3-3441789s,HSH Gabelstapler GmbH,Germany,,Goupil,G3,2010
https://www.forklift-international.com/en/e/Forklifts-used-Linde-L-14-APi-372-3441764s,Richter Gabelstapler GmbH & Co. KG,Germany,on request,Linde,L 14 APi  372,2012
https://www.forklift-international.com/en/e/Forklifts-used-Linde-E-25-02-20802--3441741s,CHUF.com - Cheap used forklifts,Czech Republic,"3,695 GBP",Linde,E 25/02 /20802/,2006
https://www.forklift-international.com/en/e/Forklifts-used-Still-EGVS14-3441716s,Still Polska Sp. z o.o.,Poland,"3,605 GBP",Still,EGVS14,2014
https://www.forklift-international.com/en/e/Forklifts-used-Linde-H20T-3441695s,Elektroprogram Sp. z o.o.,Poland,"8,022 GBP",Linde,H20T,2008
https://www.forklift-international.com/en/e/Forklifts-used-Clark-GTS30-D-3441672s,Elektroprogram Sp. z o.o.,Poland,on request,Clark,GTS30 D,2017
https://www.forklift-international.com/en/e/Forklifts-used-Jungheinrich-DFG-316-23793--3441648s,VZV GROUP s.r.o. ,Czech Republic,"10,004 GBP",Jungheinrich,DFG 316 /23793/,2013
https://www.forklift-international.com/en/e/Forklifts-used-Hyster-E2.5XN-3441625s,CLS S.p.A. - Dir. Generale Milano,Italy,"18,027 GBP",Hyster,E2.5XN,2011
https://www.forklift-international.com/en/e/Forklifts-used-Linde-R-14-S-HD-115-12-3441603s,GRUMA Nutzfahrzeuge GmbH,Germany,"9,824 GBP",Linde,R 14 S HD/115-12,2013
https://www.forklift-international.com/en/e/Forklifts-used-Still-RX70-40T-3441579s,BlackForxx GmbH,Germany,"12,573 GBP",Still,RX70-40T,2014
https://www.forklift-international.com/en/e/Forklifts-used-Yale-GLP35VX-3441548s,Appenfelder GmbH,Germany,on request,Yale,GLP35VX,2011
https://www.forklift-international.com/en/e/Forklifts-used-Linde-L-12-L-HP-SP-3441389s,Suffel Fördertechnik GmbH & Co. KG,Germany,"2,658 GBP",Linde,L 12 L HP SP,2014
https://www.forklift-international.com/en/e/Pallet-trucks-used-Mic-TMX-E-3441361s,Second Owner,The Netherlands,676 GBP,Mic,TMX-E,1998
https://www.forklift-international.com/en/e/Forklifts-used-Still-RX-50-10-22692--3441328s,CHUF.com - Cheap used forklifts,Czech Republic,"5,047 GBP",Still,RX 50-10 /22692/,2003
https://www.forklift-international.com/en/e/Forklifts-used-Jungheinrich-EFG-320-GE110-450DZ-3441293s,Richter Gabelstapler GmbH & Co. KG,Germany,on request,Jungheinrich,EFG 320  GE110-450DZ,2012
https://www.forklift-international.com/en/e/Forklifts-used-Jungheinrich-ETV216-3441271s,Forklifthouse BV,The Netherlands,on request,Jungheinrich,ETV216,2012
https://www.forklift-international.com/en/e/Container-Handlers-used-Kalmar-DRF450-65S5-3441249s,Feyter Forklift Services b.v.,The Netherlands,on request,Kalmar,DRF450-65S5,2011
https://www.forklift-international.com/en/e/Forklifts-used-Linde-R-20-1120-3441223s,GRUMA Nutzfahrzeuge GmbH,Germany,"30,195 GBP",Linde,R 20/1120,2016
https://www.forklift-international.com/en/e/Forklifts-used-CAT-Lift-Trucks-GP15N2-3441202s,CAPM Europe SA,France,"9,734 GBP",CAT Lift Trucks,GP15N2,2012
https://www.forklift-international.com/en/e/Forklifts-used-Jungheinrich-EFG-216k-Triplex-wei%C3%9Fe-Reifen-3441168s,Wilms & Wiegers GmbH,Germany,"12,123 GBP",Jungheinrich,EFG 216k - Triplex - weiße Reifen,2011
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-45-t-02-2013-4049608,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","38,900",Linde,H 45 T 02,"6 /
                        2013"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-50-d-2009-4049611,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","21,900",Linde,H 50 D,"6 /
                        2009"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-50-d-01-600-2012-4049612,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","25,900",Linde,H 50 D 01 600,"6 /
                        2012"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-50-d-02-evo-2016-4049614,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","39,900",Linde,H 50 D 02 EVO,"6 /
                        2016"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-50-d-02-2013-4049613,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","37,900",Linde,H 50 D 02,"6 /
                        2013"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-50-t-02-600-2013-4049618,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","41,900",Linde,H 50 T 02 600,"6 /
                        2013"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-50-t-02-evo-2014-4049619,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","32,900",Linde,H 50 T 02 EVO,"6 /
                        2014"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-50-t-2010-4049616,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","28,900",Linde,H 50 T,"6 /
                        2010"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-70-d-1977-4049620,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","7,900",Linde,H 70 D,"6 /
                        1977"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-80-d-02-1100-2012-4049624,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","67,900",Linde,H 80 D 02 1100,"6 /
                        2012"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-80-d-2014-4049621,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","59,900",Linde,H 80 D,"6 /
                        2014"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-80-d-02-1100-2013-4049625,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","74,900",Linde,H 80 D 02 1100,"6 /
                        2013"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-80-d-01-2012-4049622,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","39,900",Linde,H 80 D 01,"6 /
                        2012"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-80-d-01-900-2011-4049623,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","69,900",Linde,H 80 D 01 900,"6 /
                        2011"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-80-d-900-2012-4049626,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","56,900",Linde,H 80 D 900,"6 /
                        2012"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-80-d-900-03-2008-4049628,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","48,900",Linde,H 80 D 900 - 03,"6 /
                        2008"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-k-11-2007-4049629,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","7,900",Linde,K 11,"6 /
                        2007"
https://www.tradus.com/en/material-handling-equipment/forklifts/manitou/manitou-m-50-4-p-st-3b-2018-4049631,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","59,900",Manitou,M 50 - 4 P ST 3B,"6 /
                        2018"
https://www.forklift-international.com/en/e/Forklifts-used-Linde-H25T-01-3441169s,Emslift,Germany,"7,120 GBP",Linde,H25T-01,2011
https://www.forklift-international.com/en/e/Forklifts-used-Linde-H30D-3441170s,Emslift,Germany,"7,120 GBP",Linde,H30D,2013
https://www.forklift-international.com/en/e/Forklifts-used-Jungheinrich-EFG-216k-SP-DZ-3441171s,Roos Gabelstapler Handels GmbH,Germany,"8,995 GBP",Jungheinrich,EFG 216k SP DZ,2011
https://www.forklift-international.com/en/e/Forklifts-used-Jungheinrich-EFG-216k-SP-DZ-3441172s,Roos Gabelstapler Handels GmbH,Germany,"8,995 GBP",Jungheinrich,EFG 216k SP DZ,2011
https://www.forklift-international.com/en/e/Forklifts-used-Jungheinrich-EFG-216k-SP-DZ-3441173s,Roos Gabelstapler Handels GmbH,Germany,"8,995 GBP",Jungheinrich,EFG 216k SP DZ,2011
https://www.forklift-international.com/en/e/Forklifts-used-Jungheinrich-EJC-110-3441174s,Roos Gabelstapler Handels GmbH,Germany,"2,604 GBP",Jungheinrich,EJC 110,2005
https://www.forklift-international.com/en/e/Forklifts-used-BT-SW-140-3441175s,Roos Gabelstapler Handels GmbH,Germany,"5,038 GBP",BT,SW 140,2011
https://www.forklift-international.com/en/e/Forklifts-used-Linde-T20-3441176s,Zeidler Stapler GmbH,Austria,"2,208 GBP",Linde,T20,2011
https://www.forklift-international.com/en/e/Forklifts-used-Cesab-CBD35-3441177s,Zeidler Stapler GmbH,Austria,"10,771 GBP",Cesab,CBD35,2003
https://www.forklift-international.com/en/e/Forklifts-used-Still-EGV10-3441178s,BlackForxx GmbH,Germany,"2,208 GBP",Still,EGV10,2000
https://www.forklift-international.com/en/e/Pallet-trucks-used-Still-EXU-S22-3441179s,BlackForxx GmbH,Germany,"1,126 GBP",Still,EXU-S22,2013
https://www.forklift-international.com/en/e/Forklifts-used-Still-RX70-40T-3441180s,BlackForxx GmbH,Germany,"12,573 GBP",Still,RX70-40T,2014
https://www.forklift-international.com/en/e/Forklifts-used-Still-RX70-50T-3441181s,BlackForxx GmbH,Germany,"17,080 GBP",Still,RX70-50T,2015
https://www.forklift-international.com/en/e/Forklifts-used-Still-EGV-14-3441182s,"CL.Barcelona, S.L.",Spain,"4,777 GBP",Still,EGV 14,2009
https://www.forklift-international.com/en/e/Pallet-trucks-used-BT-LWE-130-3441183s,"CL.Barcelona, S.L.",Spain,"1,442 GBP",BT,LWE 130,2007
https://www.forklift-international.com/en/e/Pallet-trucks-used-BT-LWE-130-3441184s,"CL.Barcelona, S.L.",Spain,"1,712 GBP",BT,LWE 130,2012
https://www.forklift-international.com/en/e/Pallet-trucks-used-BT-LWE-130-3441185s,"CL.Barcelona, S.L.",Spain,"1,712 GBP",BT,LWE 130,2012
https://www.forklift-international.com/en/e/Forklifts-used-Linde-E25-02-3441199s,Forklifthouse BV,The Netherlands,on request,Linde,E25-02,1996
https://www.forklift-international.com/en/e/Forklifts-used-Jungheinrich-ETV214-3441200s,Forklifthouse BV,The Netherlands,on request,Jungheinrich,ETV214,2007
https://www.forklift-international.com/en/e/Forklifts-used-CAT-Lift-Trucks-GP35N-3441201s,CAPM Europe SA,France,"11,537 GBP",CAT Lift Trucks,GP35N,2007
https://www.forklift-international.com/en/e/Forklifts-used-Nissan-U1D2A25LQ-3441203s,CAPM Europe SA,France,0 GBP,Nissan,U1D2A25LQ,2009
https://www.forklift-international.com/en/e/Sideloaders-used-Fenwick-S40-3441204s,CAPM Europe SA,France,"22,984 GBP",Fenwick,S40,2009
https://www.forklift-international.com/en/e/Forklifts-used-Kalmar-DCF90-45E6-3441205s,Forkliftcenter BV,The Netherlands,on request,Kalmar,DCF90-45E6,2014
https://www.forklift-international.com/en/e/Forklifts-used-Toyota-8FBMKT30-3441206s,AQ-forklifts,Belgium,on request,Toyota,8FBMKT30,2015
https://www.forklift-international.com/en/e/Forklifts-used-Linde-H50D-EVO-3B-3441207s,Hofmann Fördertechnik GmbH,Germany,"45,022 GBP",Linde,H50D EVO 3B,2017
https://www.forklift-international.com/en/e/Forklifts-used-Toyota-7FBMF25-3441208s,TOYOTA BARCELONA,Spain,"13,159 GBP",Toyota,7FBMF25,2010
https://www.forklift-international.com/en/e/Forklifts-used-Toyota-52-8FDF20-3441209s,TOYOTA BARCELONA,Spain,on request,Toyota,52-8FDF20,2013
https://www.forklift-international.com/en/e/Forklifts-used-BT-SWE140-3441210s,TOYOTA BARCELONA,Spain,on request,BT,SWE140,2016
https://www.tradus.com/en/material-handling-equipment/forklifts/toyota/toyota-fbmf-25-2002-4049639,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","4,900",Toyota,FBMF 25,"6 /
                        2002"
https://www.tradus.com/en/material-handling-equipment/forklifts/other/svetruck-16120-2004-4056843,Sodipieces TP,"Neuville-Saint-Amand, France",51 000 ,Other,SVETRUCK 16120,"6 /
                        2004"
https://www.tradus.com/en/material-handling-equipment/forklifts/hyster/hyster-h5-00xl-forklift-1989-4053622,Engel Trucks B.V.,"MEERKERK, Netherlands",7.800,Hyster,H5.00XL FORKLIFT,"6 /
                        1989"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h30d-02-2013-4055466,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","25,900",Linde,H30D-02,"6 /
                        2013"
https://www.tradus.com/en/material-handling-equipment/forklifts/hyster/hyster-h3-00xm-1997-3845885,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","8,200",Hyster,H3.00XM,"6 /
                        1997"
https://www.tradus.com/en/material-handling-equipment/forklifts/cesab/cesab-eco-m-40-2-1979-3845873,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","2,950",Cesab,ECO/M 40.2,"6 /
                        1979"
https://www.tradus.com/en/material-handling-equipment/forklifts/komatsu/komatsu-fd40zt-7-1998-3845901,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","9,500",Komatsu,FD40ZT-7,"6 /
                        1998"
https://www.tradus.com/en/material-handling-equipment/forklifts/toyota/toyota-f2550-dp-4055345,QUEV AUTO DE ROECK,"Beloeil, Belgium",3.500 ,Toyota,F2550 DP,
https://www.tradus.com/en/material-handling-equipment/forklifts/yale/yale-glp25tfv-2420-4055346,QUEV AUTO DE ROECK,"Beloeil, Belgium",4.500 ,Yale,GLP25TFV 2420,
https://www.tradus.com/en/material-handling-equipment/forklifts/hyster/hyster-j2-5xn-717-2010-4055090,GAM SA,"Granda - Asturias, Spain","9,500",Hyster,J2.5XN-717,"6 /
                        2010"
https://www.tradus.com/en/material-handling-equipment/forklifts/hyster/hyster-e1-50xn-2007-4055093,GAM SA,"Granda - Asturias, Spain","7,000",Hyster,E1.50XN,"6 /
                        2007"
https://www.tradus.com/en/material-handling-equipment/forklifts/hyster/hyster-j1-8xn-mwb-2010-4055091,GAM SA,"Granda - Asturias, Spain","8,500",Hyster,J1.8XN MWB,"6 /
                        2010"
https://www.tradus.com/en/material-handling-equipment/forklifts/hyster/hyster-e1-50xn-2007-4055092,GAM SA,"Granda - Asturias, Spain","7,000",Hyster,E1.50XN,"6 /
                        2007"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h80d-900-2014-3845984,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","45,700",Linde,H80D/900,"6 /
                        2014"
https://www.tradus.com/en/material-handling-equipment/forklifts/jungheinrich/jungheinrich-tfg316s-2004-3845898,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","7,900",Jungheinrich,TFG316S,"6 /
                        2004"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-50-d-2014-4049548,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","39,900",Linde,H 50 D,"6 /
                        2014"
https://www.tradus.com/en/material-handling-equipment/forklifts/bendi/bendi-be-40-ac-rm-2014-4049557,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","24,900",Bendi,be 40 ac rm,"6 /
                        2014"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-e-35-hl-01-2013-4049556,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","31,900",Linde,E 35 HL 01,"6 /
                        2013"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-35-d-02-evo-2014-4049555,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","22,900",Linde,H 35 D 02 EVO,"6 /
                        2014"
https://www.forklift-international.com/en/e/Forklifts-used-BT-SPE125L-3441211s,TOYOTA BARCELONA,Spain,on request,BT,SPE125L,2012
https://www.forklift-international.com/en/e/Pallet-trucks-used-BT-LWE130-3441212s,TOYOTA BARCELONA,Spain,on request,BT,LWE130,2010
https://www.forklift-international.com/en/e/Forklifts-used-Linde-H-35-D-393-02-EVO-%283B%29-3441213s,GRUMA Fördertechnik GmbH,Germany,"26,049 GBP",Linde,H 35 D/393-02 EVO (3B),2014
https://www.forklift-international.com/en/e/Forklifts-used-Linde-E-20-PHL-386-02-EVO-3441214s,GRUMA Fördertechnik GmbH,Germany,"14,331 GBP",Linde,E 20 PHL/386-02 EVO,2014
https://www.forklift-international.com/en/e/Forklifts-used-Linde-E-20-PHL-386-02-EVO-3441215s,GRUMA Fördertechnik GmbH,Germany,"14,872 GBP",Linde,E 20 PHL/386-02 EVO,2014
https://www.forklift-international.com/en/e/Pallet-trucks-used-Linde-T-16-1152-3441216s,GRUMA Fördertechnik GmbH,Germany,"2,658 GBP",Linde,T 16/1152,2015
https://www.forklift-international.com/en/e/Forklifts-used-Linde-L-12-1172-3441217s,GRUMA Fördertechnik GmbH,Germany,"4,461 GBP",Linde,L 12/1172,2010
https://www.forklift-international.com/en/e/Forklifts-used-Linde-W-20-127-3441218s,GRUMA Fördertechnik GmbH,Germany,"16,900 GBP",Linde,W 20/127,2003
https://www.forklift-international.com/en/e/Forklifts-used-Linde-H-25-D-392-3441219s,GRUMA Nutzfahrzeuge GmbH,Germany,"9,824 GBP",Linde,H 25 D/392,2010
https://www.forklift-international.com/en/e/Forklifts-used-Still-R-70-45-D-3441220s,GRUMA Nutzfahrzeuge GmbH,Germany,"7,886 GBP",Still,R 70-45 D,2007
https://www.forklift-international.com/en/e/Forklifts-used-Linde-E-18-386-3441221s,GRUMA Nutzfahrzeuge GmbH,Germany,"10,545 GBP",Linde,E 18/386,2010
https://www.forklift-international.com/en/e/Forklifts-used-Still-R-60-25-3441222s,GRUMA Nutzfahrzeuge GmbH,Germany,"4,407 GBP",Still,R 60-25,1999
https://www.forklift-international.com/en/e/Forklifts-used-Steinbock-Boss-WM-13-1515-MK-II-A-1-3441224s,GRUMA Nutzfahrzeuge GmbH,Germany,"7,120 GBP",Steinbock Boss,WM 13-1515 MK II A-1,1996
https://www.forklift-international.com/en/e/Forklifts-used-Kalmar-TB3042-3441225s,MTC Forklifts B.V.,The Netherlands,on request,Kalmar,TB3042,1995
https://www.forklift-international.com/en/e/Forklifts-used-%5Bdiv%5D-V-PRESS-1160-PLUS-3441226s,CLS S.p.A. - Dir. Generale Milano,Italy,"12,168 GBP",[div],V-PRESS 1160 PLUS,2007
https://www.forklift-international.com/en/e/Forklifts-used-Linde-R-10-C-22131--3441227s,VZV GROUP s.r.o. ,Czech Republic,"5,678 GBP",Linde,R 10 C /22131/,2007
https://www.forklift-international.com/en/e/Forklifts-used-Toyota-SPE-135-S-23726--3441228s,VZV GROUP s.r.o. ,Czech Republic,"3,154 GBP",Toyota,SPE 135 S /23726/,2007
https://www.forklift-international.com/en/e/Forklifts-used-Toyota-8FBEKT16-21145--3441229s,VZV GROUP s.r.o. ,Czech Republic,"8,382 GBP",Toyota,8FBEKT16 /21145/,2011
https://www.forklift-international.com/en/e/Forklifts-used-Toyota-02-8FGF25-20645--3441232s,VZV GROUP s.r.o. ,Czech Republic,"8,923 GBP",Toyota,02-8FGF25 /20645/,2008
